342,ARLO,"Arlo Technologies, Inc.",12.67 USD,−0.78%,68.755 K,0.06,1.218 B USD,—,−0.24 USD,+62.28%,0.00%,Electronic Technology,Strong buy
343,ARLP,"Alliance Resource Partners, L.P.",20.15 USD,−0.20%,68.306 K,0.22,2.58 B USD,4.19,4.81 USD,+9.70%,14.02%,Energy Minerals,Strong buy
344,ARMK,Aramark,32.48 USD,+1.31%,426.291 K,0.15,8.524 B USD,13.59,2.39 USD,+175.02%,1.32%,Consumer Services,Buy
345,ARMP,"Armata Pharmaceuticals, Inc.",4.09 USD,−0.24%,721,0.04,147.848 M USD,—,−1.91 USD,−76.58%,0.00%,Health Technology,Strong buy
346,AROC,"Archrock, Inc.",19.84 USD,+2.61%,192.447 K,0.14,3.101 B USD,29.77,0.67 USD,+138.63%,3.20%,Industrial Services,Strong buy
347,AROW,Arrow Financial Corporation,24.88 USD,0.00%,893,0.02,411.84 M USD,14.10,1.76 USD,—,4.40%,Finance,Neutral
348,ARQ,"Arq, Inc.",6.56 USD,−0.30%,42.283 K,0.09,218.044 M USD,—,−0.51 USD,−5.76%,0.00%,Process Industries,Strong buy
349,ARQQ,Arqit Quantum Inc.,0.7400 USD,+2.81%,103.584 K,0.18,121.413 M USD,—,−0.46 USD,+81.34%,0.00%,Technology Services,—
350,ARQT,"Arcutis Biotherapeutics, Inc.",9.68 USD,+0.94%,295.72 K,0.07,1.113 B USD,—,—,—,0.00%,Health Technology,Buy
351,ARRW,Arrowroot Acquisition Corp.,10.90 USD,+0.46%,13.059 K,2.57,126.803 M USD,—,−0.41 USD,−229.39%,0.00%,Finance,Strong buy
352,ARRY,"Array Technologies, Inc.",14.67 USD,−2.88%,687.948 K,0.11,2.219 B USD,27.26,0.54 USD,—,0.00%,Electronic Technology,Buy
353,ARTL,"Artelo Biosciences, Inc.",1.51 USD,+2.72%,594,0.02,4.874 M USD,—,−3.11 USD,+12.28%,0.00%,Health Technology,Strong buy
354,ARTNA,Artesian Resources Corporation,36.81 USD,+3.72%,25.354 K,0.41,377.203 M USD,22.10,1.67 USD,−12.29%,3.23%,Utilities,Strong buy
355,ARTW,"Art's-Way Manufacturing Co., Inc.",2.09 USD,+1.46%,3.768 K,0.08,10.582 M USD,38.92,0.05 USD,+198.33%,0.00%,Producer Manufacturing,—
356,ARVN,"Arvinas, Inc.",41.21 USD,−0.29%,53.502 K,0.06,2.806 B USD,—,−6.50 USD,−22.31%,0.00%,Health Technology,Strong buy
357,ARW,"Arrow Electronics, Inc.",128.96 USD,−0.88%,32.073 K,0.05,6.94 B USD,8.17,15.79 USD,−27.47%,0.00%,Distribution Services,Neutral
358,ARWR,"Arrowhead Pharmaceuticals, Inc.",28.53 USD,−0.59%,57.808 K,0.05,3.535 B USD,—,−2.77 USD,−88.90%,0.00%,Health Technology,Buy
359,ARYD,ARYA Sciences Acquisition Corp IV,11.27 USD,+0.09%,305,0.01,89.341 M USD,—,−0.09 USD,−200.80%,0.00%,Finance,—
360,AS,"Amer Sports, Inc.",16.01 USD,−0.31%,179.631 K,0.16,7.837 B USD,—,—,—,0.00%,Consumer Durables,Strong buy
361,ASAN,"Asana, Inc.",15.59 USD,+1.30%,285.795 K,0.13,3.505 B USD,—,−1.17 USD,+43.05%,0.00%,Technology Services,Neutral
362,ASB,Associated Banc-Corp,21.38 USD,+0.56%,117.602 K,0.09,3.23 B USD,19.01,1.12 USD,—,4.19%,Finance,Neutral
363,ASC,Ardmore Shipping Corporation,16.38 USD,+0.18%,42.952 K,0.09,680.335 M USD,9.76,1.68 USD,−50.39%,5.61%,Transportation,Strong buy
364,ASCA,A SPAC I Acquisition Corp.,8.72 USD,−2.57%,365,0.04,32.495 M USD,—,—,—,0.00%,Finance,—
365,ASCB,A SPAC II Acquisition Corp.,11.25 USD,+0.45%,151,0.02,137.21 M USD,36.87,0.31 USD,—,0.00%,Finance,—
366,ASGN,ASGN Incorporated,104.21 USD,+0.70%,12.767 K,0.05,4.846 B USD,23.15,4.50 USD,−13.91%,0.00%,Technology Services,Neutral
367,ASH,Ashland Inc.,97.72 USD,+0.11%,12.088 K,0.04,4.895 B USD,31.65,3.09 USD,—,1.62%,Consumer Non-Durables,Buy
368,ASIX,AdvanSix Inc.,27.95 USD,+1.45%,5.748 K,0.05,746.266 M USD,14.67,1.90 USD,−67.70%,2.31%,Process Industries,Strong buy
369,ASLE,AerSale Corporation,7.50 USD,−0.92%,58.46 K,0.09,389.932 M USD,—,−0.16 USD,−119.53%,0.00%,Distribution Services,Buy
370,ASMB,"Assembly Biosciences, Inc.",13.11 USD,−2.02%,3.351 K,0.18,71.879 M USD,—,−17.14 USD,+47.42%,0.00%,Health Technology,Strong buy
371,ASNS,"Actelis Networks, Inc.",1.03 USD,+0.11%,4.764 K,0.61,3.112 M USD,—,−2.92 USD,+53.94%,0.00%,Electronic Technology,—
372,ASO,"Academy Sports and Outdoors, Inc.",67.04 USD,−1.27%,195.189 K,0.07,4.988 B USD,9.97,6.72 USD,−10.39%,0.55%,Retail Trade,Strong buy
373,ASPI,ASP Isotopes Inc.,4.30 USD,−0.06%,56.394 K,0.07,209.608 M USD,—,−0.44 USD,−163.20%,0.00%,Health Technology,Strong buy
374,ASPN,"Aspen Aerogels, Inc.",17.20 USD,−0.86%,160.153 K,0.18,1.319 B USD,—,−0.66 USD,+70.18%,0.00%,Process Industries,Strong buy
375,ASPS,Altisource Portfolio Solutions S.A.,1.98 USD,+1.54%,20.869 K,0.12,52.608 M USD,—,−2.59 USD,+22.27%,0.00%,Finance,Strong buy
376,ASRT,"Assertio Holdings, Inc.",0.9919 USD,+0.19%,99.985 K,0.07,94.226 M USD,—,−3.97 USD,−326.60%,0.00%,Health Technology,Strong buy
377,ASRV,AmeriServ Financial Inc.,2.71 USD,−1.45%,1.992 K,0.16,46.469 M USD,—,−0.20 USD,—,4.36%,Finance,—
378,ASST,Asset Entities Inc.,0.7390 USD,−0.14%,34.038 K,0.01,10.364 M USD,—,−0.28 USD,−754.60%,0.00%,Commercial Services,—
379,ASTC,Astrotech Corporation,8.78 USD,−0.23%,435,0.15,14.941 M USD,—,−6.25 USD,−11.85%,0.00%,Electronic Technology,—
380,ASTE,"Astec Industries, Inc.",43.52 USD,+0.12%,2.764 K,0.02,989.792 M USD,29.59,1.47 USD,—,1.23%,Producer Manufacturing,Buy
381,ASTH,Astrana Health Inc.,42.06 USD,+2.27%,7.377 K,0.05,2.018 B USD,32.57,1.29 USD,+21.25%,0.00%,Health Services,Strong buy
382,ASTI,"Ascent Solar Technologies, Inc",0.3905 USD,−0.15%,48.16 K,0.12,1.481 M USD,—,−58.14 USD,+56.38%,0.00%,Electronic Technology,—
383,ASTL,Algoma Steel Group Inc.,8.52 USD,+1.07%,40.013 K,0.10,886.408 M USD,101.92,0.08 USD,−96.02%,2.37%,Producer Manufacturing,Buy
384,ASTR,"Astra Space, Inc.",0.6300 USD,−1.41%,44.693 K,0.12,14.305 M USD,—,−7.37 USD,+68.94%,0.00%,Electronic Technology,—
385,ASTS,"AST SpaceMobile, Inc.",3.00 USD,+4.72%,873.832 K,0.22,750.679 M USD,—,−0.84 USD,−65.17%,0.00%,Communications,Strong buy
386,ASUR,Asure Software Inc,7.85 USD,−0.63%,15.037 K,0.06,200.411 M USD,—,−0.41 USD,+43.22%,0.00%,Technology Services,Strong buy
387,ASXC,"Asensus Surgical, Inc.",0.2350 USD,+0.43%,435.994 K,0.25,63.917 M USD,—,−0.32 USD,+1.03%,0.00%,Health Technology,Buy
388,ASYS,"Amtech Systems, Inc.",5.35 USD,+0.38%,6.002 K,0.14,75.922 M USD,—,−1.35 USD,−239.80%,0.00%,Producer Manufacturing,Buy
389,ATAI,ATAI Life Sciences N.V.,1.88 USD,+5.03%,445.554 K,0.33,312.1 M USD,—,−0.42 USD,+65.98%,0.00%,Health Technology,Strong buy
390,ATCH,"AtlasClear Holdings, Inc.",1.65 USD,+3.77%,13.549 K,0.07,19.44 M USD,37.84,0.04 USD,−84.01%,0.00%,Technology Services,—
391,ATEC,"Alphatec Holdings, Inc.",14.06 USD,+1.88%,225.632 K,0.10,1.94 B USD,—,−1.54 USD,−4.73%,0.00%,Health Technology,Strong buy
392,ATEK,Athena Technology Acquisition Corp. II,11.27 USD,+1.71%,262,0.06,135.612 M USD,273.54,0.04 USD,+1320.69%,0.00%,Finance,—
393,ATEN,"A10 Networks, Inc.",13.77 USD,+0.64%,19.56 K,0.02,1.026 B USD,25.94,0.53 USD,−12.73%,1.78%,Technology Services,Buy
394,A,ATER,2.83 USD,−0.39%,31.322 K,0.19,21.702 M USD,—,−11.53 USD,+69.07%,0.00%,Retail Trade,Buy
395,ATEX,Anterix Inc.,33.56 USD,−0.01%,4.028 K,0.05,621.435 M USD,40.17,0.84 USD,—,0.00%,Communications,Buy
396,ATGE,Adtalem Global Education Inc.,51.74 USD,−0.12%,17.561 K,0.05,2.028 B USD,18.85,2.74 USD,—,0.00%,Consumer Services,Strong buy
397,A,ATGL,2.94 USD,+1.74%,6.177 K,0.60,44.876 M USD,—,—,—,—,Technology Services,—
398,ATHA,"Athira Pharma, Inc.",2.60 USD,+1.56%,39.544 K,0.08,99.649 M USD,—,−3.09 USD,−22.09%,0.00%,Health Technology,Buy
399,ATI,ATI Inc.,50.79 USD,−0.26%,47.767 K,0.04,6.49 B USD,20.13,2.52 USD,+187.92%,0.00%,Non-Energy Minerals,Strong buy
400,ATIF,ATIF Holdings Limited,1.0000 USD,−8.26%,2.6 K,0.81,9.627 M USD,—,−0.48 USD,+70.68%,0.00%,Finance,—
401,A,ATIP,5.67 USD,−2.32%,1.877 K,0.47,23.854 M USD,—,−30.71 USD,+75.12%,0.00%,Health Services,Neutral
402,ATKR,Atkore Inc.,186.56 USD,+0.27%,32.102 K,0.07,6.859 B USD,11.19,16.68 USD,−17.44%,0.18%,Producer Manufacturing,Strong buy
403,ATLC,Atlanticus Holdings Corporation,30.40 USD,−0.33%,349,0.02,444.248 M USD,7.17,4.24 USD,−26.68%,0.00%,Finance,Buy
404,ATLO,Ames National Corporation,19.99 USD,−0.25%,426,0.03,179.753 M USD,16.62,1.20 USD,—,5.51%,Finance,—
405,ATLX,Atlas Lithium Corporation,16.83 USD,+12.77%,114.819 K,0.68,187.147 M USD,—,−3.13 USD,−349.32%,0.00%,Non-Energy Minerals,Strong buy
406,ATMC,AlphaTime Acquisition Corp,10.94 USD,+0.18%,1.623 K,0.02,75.195 M USD,46.85,0.23 USD,—,0.00%,Finance,—
407,ATMU,Atmus Filtration Technologies Inc.,32.07 USD,+0.42%,413.219 K,0.05,2.671 B USD,15.60,2.06 USD,—,0.00%,Producer Manufacturing,Strong buy
408,ATMV,AlphaVest Acquisition Corp,10.94 USD,−0.14%,433.111 K,20.68,76.614 M USD,48.58,0.23 USD,—,0.00%,Finance,—
409,A,ATNF,2.05 USD,+1.74%,32.996 K,0.26,1.744 M USD,—,−28.80 USD,−49.85%,0.00%,Health Technology,—
410,ATNI,"ATN International, Inc.",31.62 USD,+1.12%,10.66 K,0.10,487.627 M USD,—,−1.25 USD,−179.62%,2.81%,Communications,Strong buy
411,ATNM,"Actinium Pharmaceuticals, Inc. (Delaware)",7.87 USD,−0.88%,89.337 K,0.10,218.505 M USD,—,−1.91 USD,−47.55%,0.00%,Health Technology,Strong buy
412,ATO,Atmos Energy Corporation,118.17 USD,−0.08%,60.954 K,0.06,17.825 B USD,18.76,6.30 USD,+10.43%,2.68%,Utilities,Buy
413,ATOM,Atomera Incorporated,6.14 USD,+1.82%,18.666 K,0.10,165.138 M USD,—,−0.80 USD,−6.31%,0.00%,Commercial Services,Strong buy
414,ATOS,"Atossa Therapeutics, Inc.",1.89 USD,+3.27%,418.741 K,0.15,236.812 M USD,—,−0.24 USD,−22.93%,0.00%,Health Technology,Strong buy
415,ATPC,Agape ATP Corporation,0.3559 USD,−0.03%,1.641 K,0.03,27.441 M USD,—,−0.02 USD,−79.56%,0.00%,Health Technology,—
416,ATR,"AptarGroup, Inc.",144.82 USD,+0.11%,8.69 K,0.03,9.561 B USD,34.08,4.25 USD,+18.59%,1.12%,Process Industries,Buy
417,ATRA,"Atara Biotherapeutics, Inc.",0.7100 USD,+1.43%,293.58 K,0.21,91.728 M USD,—,−2.77 USD,−12.20%,0.00%,Health Technology,Neutral
418,ATRC,"AtriCure, Inc.",29.91 USD,−0.78%,26.199 K,0.03,1.423 B USD,—,−0.66 USD,+35.40%,0.00%,Health Technology,Strong buy
419,ATRI,Atrion Corporation,454.88 USD,+1.54%,12.216 K,0.48,800.514 M USD,41.28,11.02 USD,−43.65%,1.99%,Health Technology,—
420,ATRO,Astronics Corporation,18.93 USD,+0.05%,9.364 K,0.07,649.902 M USD,—,−0.82 USD,+26.48%,0.00%,Electronic Technology,Buy
421,ATSG,"Air Transport Services Group, Inc",14.11 USD,+2.28%,96.399 K,0.17,926.772 M USD,18.82,0.75 USD,−66.97%,0.00%,Transportation,Buy
422,ATUS,"Altice USA, Inc.",2.61 USD,−0.57%,102.791 K,0.04,1.188 B USD,22.30,0.12 USD,−72.79%,0.00%,Communications,Neutral
423,ATXG,Addentax Group Corp.,0.9500 USD,−2.06%,2.484 K,0.01,4.08 M USD,—,−0.77 USD,−3737.74%,0.00%,Producer Manufacturing,—
424,ATXI,"Avenue Therapeutics, Inc.",0.1554 USD,+1.83%,213.138 K,0.16,6.878 M USD,—,−1.78 USD,+28.87%,0.00%,Health Technology,Strong buy
425,ATXS,"Astria Therapeutics, Inc.",13.58 USD,−0.15%,100.592 K,0.05,745.584 M USD,—,−2.34 USD,+35.59%,0.00%,Health Technology,Strong buy
426,AUB,Atlantic Union Bankshares Corporation,35.34 USD,−0.53%,19.926 K,0.06,2.653 B USD,13.95,2.53 USD,—,3.64%,Finance,Buy
427,AUBN,"Auburn National Bancorporation, Inc.",19.50 USD,+0.52%,115,0.03,68.127 M USD,49.17,0.40 USD,—,5.58%,Finance,—
428,AUDC,AudioCodes Ltd.,13.05 USD,+0.19%,8.631 K,0.15,397.961 M USD,46.59,0.28 USD,−68.00%,2.72%,Electronic Technology,Neutral
429,AUGX,"Augmedix, Inc.",4.02 USD,−0.50%,27.192 K,0.05,195.934 M USD,—,−0.44 USD,+32.17%,0.00%,Commercial Services,Strong buy
430,AUID,authID Inc.,7.78 USD,+0.39%,1.836 K,0.04,73.523 M USD,—,−19.67 USD,−149.11%,0.00%,Electronic Technology,—
431,AULT,"Ault Alliance, Inc.",0.3680 USD,+1.69%,462.816 K,0.13,10.899 M USD,—,−4740.13 USD,+12.52%,0.00%,Producer Manufacturing,—
432,AUMN,Golden Minerals Company,0.3512 USD,+11.88%,133.54 K,0.55,5.118 M USD,—,−1.16 USD,+21.68%,0.00%,Non-Energy Minerals,Strong buy
433,A,AUNA,10.51 USD,−1.41%,41.357 K,—,—,—,—,—,—,Health Services,—
434,AUPH,Aurinia Pharmaceuticals Inc,5.00 USD,0.00%,197.575 K,0.13,723.089 M USD,—,−0.55 USD,+28.51%,0.00%,Health Technology,Buy
435,AUR,"Aurora Innovation, Inc.",2.74 USD,+3.21%,1.042 M,0.12,4.199 B USD,—,−0.61 USD,+59.61%,0.00%,Technology Services,Neutral
436,AURA,"Aura Biosciences, Inc.",7.57 USD,−1.75%,13.48 K,0.03,372.176 M USD,—,−1.93 USD,+1.75%,0.00%,Health Technology,Strong buy
437,AUST,Austin Gold Corp.,1.21 USD,+2.53%,15.067 K,0.08,16.057 M USD,—,−0.30 USD,−2022.54%,0.00%,Non-Energy Minerals,—
438,A,AUU,1.99 USD,+1.54%,51.429 K,0.04,1.628 M USD,—,−14.17 USD,−8.59%,0.00%,Technology Services,—
439,AUVI,"Applied UV, Inc.",1.49 USD,−4.49%,18.414 K,0.19,1.857 M USD,—,−151.94 USD,−30.93%,0.00%,Process Industries,—
440,AVA,Avista Corporation,34.66 USD,−0.06%,26.889 K,0.06,2.709 B USD,15.56,2.23 USD,+5.40%,5.50%,Utilities,Neutral
441,AVAH,Aveanna Healthcare Holdings Inc.,2.49 USD,+1.63%,43.209 K,0.39,479.023 M USD,—,−0.71 USD,+80.11%,0.00%,Health Services,Neutral
442,AVAV,"AeroVironment, Inc.",150.22 USD,+0.63%,21.037 K,0.05,4.227 B USD,—,−4.31 USD,−1160.05%,0.00%,Electronic Technology,Buy
443,AVBP,"ArriVent BioPharma, Inc.",18.15 USD,+0.81%,23.69 K,0.07,579.853 M USD,—,—,—,0.00%,Health Technology,Strong buy
444,AVD,American Vanguard Corporation,12.71 USD,+0.47%,4.769 K,0.02,365.418 M USD,48.90,0.26 USD,−71.50%,0.97%,Process Industries,Strong buy
445,AVDX,"AvidXchange Holdings, Inc.",13.26 USD,+0.95%,602.482 K,0.37,2.708 B USD,—,−0.24 USD,+54.05%,0.00%,Technology Services,Buy
446,AVGO,Broadcom Inc.,1315.24 USD,−0.26%,284.189 K,0.07,609.51 B USD,48.75,26.98 USD,−8.30%,1.43%,Electronic Technology,Buy
447,AVGR,"Avinger, Inc.",2.93 USD,−0.34%,552,0.03,4.988 M USD,—,−26.40 USD,+62.82%,0.00%,Health Technology,Strong buy
448,AVHI,Achari Ventures Holdings Corp. I,11.02 USD,+0.92%,1.388 K,0.83,34.584 M USD,—,−1.08 USD,−405.67%,0.00%,Finance,—
449,AVIR,"Atea Pharmaceuticals, Inc.",4.01 USD,+0.25%,25.928 K,0.05,337.5 M USD,—,−1.63 USD,−17.08%,0.00%,Health Technology,Sell
450,AVNS,"Avanos Medical, Inc.",20.11 USD,+1.06%,11.824 K,0.04,929.142 M USD,—,−1.32 USD,−225.14%,0.00%,Health Technology,Neutral
451,AVNT,Avient Corporation,43.32 USD,+0.84%,11.889 K,0.03,3.95 B USD,52.57,0.82 USD,−50.27%,2.39%,Process Industries,Buy
452,AVNW,"Aviat Networks, Inc.",38.50 USD,+0.55%,4.643 K,0.05,483.07 M USD,30.48,1.26 USD,+8.32%,0.00%,Electronic Technology,Strong buy
453,AVO,"Mission Produce, Inc.",11.93 USD,+1.71%,13.965 K,0.06,845.204 M USD,141.35,0.08 USD,—,0.00%,Process Industries,Strong buy
454,AVPT,"AvePoint, Inc.",7.94 USD,+0.32%,37.451 K,0.05,1.46 B USD,—,−0.12 USD,+47.27%,0.00%,Technology Services,Buy
455,AVRO,"AVROBIO, Inc.",1.26 USD,0.00%,2.223 K,0.01,56.524 M USD,4.57,0.28 USD,—,0.00%,Health Technology,Strong buy
456,AVT,"Avnet, Inc.",49.27 USD,−0.41%,23.329 K,0.04,4.452 B USD,6.81,7.23 USD,−18.80%,2.48%,Distribution Services,Neutral
457,AVTE,"Aerovate Therapeutics, Inc.",27.76 USD,−2.60%,51.17 K,0.23,773.476 M USD,—,−2.87 USD,−36.28%,0.00%,Health Technology,Strong buy
458,AVTR,"Avantor, Inc.",25.53 USD,−0.20%,443.939 K,0.11,17.317 B USD,53.95,0.47 USD,−51.44%,0.00%,Process Industries,Buy
459,AVTX,"Avalo Therapeutics, Inc.",22.75 USD,+378.95%,11.891 M,35.60,3.808 M USD,—,−621.34 USD,+52.41%,0.00%,Health Technology,Neutral
460,AVXL,Anavex Life Sciences Corp.,5.05 USD,−0.20%,134.215 K,0.08,414.668 M USD,—,−0.54 USD,+17.27%,0.00%,Health Technology,Strong buy
461,AVY,Avery Dennison Corporation,225.02 USD,+0.35%,30.224 K,0.07,18.119 B USD,36.29,6.20 USD,−32.68%,1.45%,Process Industries,Buy
462,AWH,Aspira Women's Health Inc.,3.65 USD,+6.41%,1.1 K,0.04,37.729 M USD,—,−15.60 USD,−278.31%,0.00%,Health Technology,Buy
463,AWI,Armstrong World Industries Inc,124.44 USD,−0.02%,13.145 K,0.03,5.452 B USD,24.92,4.99 USD,+16.09%,0.87%,Producer Manufacturing,Buy
464,AWIN,AERWINS Technologies Inc.,0.0775 USD,+4.17%,155.585 K,0.34,4.858 M USD,—,—,—,0.00%,Technology Services,—
465,AWK,"American Water Works Company, Inc.",120.97 USD,−0.44%,336.398 K,0.21,23.559 B USD,24.77,4.88 USD,+8.38%,2.40%,Utilities,Buy
466,AWR,American States Water Company,72.21 USD,+0.19%,12.89 K,0.05,2.671 B USD,21.46,3.37 USD,+59.31%,2.41%,Utilities,Neutral
467,AWRE,"Aware, Inc.",1.76 USD,−2.06%,449,0.01,37.007 M USD,—,−0.35 USD,−327.33%,0.00%,Technology Services,—
468,AWX,Avalon Holdings Corporation,2.23 USD,−0.04%,267,0.05,8.696 M USD,—,−0.46 USD,−201.46%,0.00%,Industrial Services,—
469,AX,"Axos Financial, Inc.",53.56 USD,+0.36%,23.664 K,0.05,3.047 B USD,7.90,6.78 USD,—,0.00%,Finance,Buy
470,AXDX,"Accelerate Diagnostics, Inc.",0.99 USD,−1.96%,8.142 K,0.12,20.072 M USD,—,−6.12 USD,+37.21%,0.00%,Health Technology,Buy
471,AXGN,"Axogen, Inc.",7.83 USD,+0.77%,9.91 K,0.04,338.305 M USD,—,−0.51 USD,+26.43%,0.00%,Health Technology,Strong buy
472,A,AXIL,12.60 USD,+0.80%,769,0.12,73.76 M USD,111.90,0.11 USD,—,0.00%,Consumer Non-Durables,—
473,AXL,"American Axle & Manufacturing Holdings, Inc.",7.39 USD,+0.07%,158.325 K,0.03,868.031 M USD,—,−0.29 USD,−154.19%,0.00%,Producer Manufacturing,Neutral
474,AXNX,"Axonics, Inc.",68.96 USD,+0.09%,154.83 K,0.17,3.517 B USD,—,−0.13 USD,+90.17%,0.00%,Health Technology,Neutral
475,AXON,"Axon Enterprise, Inc.",314.26 USD,−0.44%,15.757 K,0.03,23.665 B USD,136.23,2.31 USD,+13.61%,0.00%,Electronic Technology,Buy
476,AXP,American Express Company,226.80 USD,−0.42%,296.702 K,0.11,164.174 B USD,20.22,11.22 USD,+13.96%,1.07%,Finance,Buy
477,AXR,AMREP Corporation,23.24 USD,−0.04%,206,0.03,122.505 M USD,55.70,0.42 USD,−92.52%,0.00%,Finance,—
478,AXS,Axis Capital Holdings Limited,65.25 USD,+0.40%,33.319 K,0.06,5.51 B USD,16.26,4.01 USD,+78.73%,2.76%,Finance,Buy
479,AXSM,"Axsome Therapeutics, Inc.",77.63 USD,−1.95%,33.331 K,0.04,3.678 B USD,—,−5.20 USD,−13.57%,0.00%,Health Technology,Strong buy
480,AXTA,Axalta Coating Systems Ltd.,34.28 USD,+0.01%,183.463 K,0.10,7.548 B USD,28.44,1.21 USD,+39.80%,0.00%,Process Industries,Buy
481,AXTI,AXT Inc,4.85 USD,−0.89%,55.476 K,0.06,211.522 M USD,—,−0.42 USD,−215.74%,0.00%,Electronic Technology,Strong buy
482,AY,Atlantica Sustainable Infrastructure plc,18.25 USD,+0.39%,47.498 K,0.05,2.12 B USD,44.92,0.41 USD,—,9.76%,Utilities,Buy
483,AYI,"Acuity Brands, Inc.",268.00 USD,+0.15%,16.198 K,0.07,8.259 B USD,22.94,11.68 USD,+6.50%,0.20%,Producer Manufacturing,Buy
484,AYRO,"AYRO, Inc.",1.69 USD,+1.81%,3.732 K,0.30,8.264 M USD,—,−6.89 USD,−32.54%,0.00%,Producer Manufacturing,—
485,AYTU,"Aytu BioPharma, Inc.",3.01 USD,−2.24%,5.821 K,0.27,16.763 M USD,—,−4.05 USD,+95.70%,0.00%,Health Technology,Strong buy
486,AZ,A2Z Smart Technologies Corp.,0.6900 USD,+14.62%,111.287 K,0.79,28.432 M USD,—,−0.62 USD,−15.23%,0.00%,Technology Services,—
487,AZEK,The AZEK Company Inc.,50.35 USD,+1.04%,170.652 K,0.16,7.342 B USD,63.37,0.79 USD,+287.18%,0.00%,Producer Manufacturing,Buy
488,AZO,"AutoZone, Inc.",3182.91 USD,−0.31%,25.034 K,0.17,55.074 B USD,22.41,142.02 USD,+16.76%,0.00%,Retail Trade,Buy
489,AZPN,"Aspen Technology, Inc.",210.26 USD,+1.13%,8.283 K,0.04,13.361 B USD,—,−1.34 USD,−1065.97%,0.00%,Technology Services,Neutral
490,AZTA,"Azenta, Inc.",60.42 USD,+1.66%,33.645 K,0.05,3.369 B USD,—,−0.33 USD,+94.87%,0.00%,Health Services,Buy
491,AZTR,Azitra Inc,0.1999 USD,−0.35%,10.491 K,0.03,5.75 M USD,—,−1.05 USD,—,0.00%,Health Technology,Strong buy
492,AZZ,AZZ Inc.,77.71 USD,+0.62%,8.262 K,0.05,1.949 B USD,27.32,2.84 USD,+913.90%,0.89%,Process Industries,Buy
493,B,"Barnes Group, Inc.",37.33 USD,−0.40%,20.859 K,0.06,1.893 B USD,120.07,0.31 USD,+18.53%,1.76%,Producer Manufacturing,Neutral
494,BA,Boeing Company (The),191.97 USD,+0.01%,756.585 K,0.08,117.128 B USD,—,−3.67 USD,+55.78%,0.00%,Electronic Technology,Buy
495,BAC,Bank of America Corporation,37.51 USD,−0.81%,5.518 M,0.13,295.264 B USD,12.20,3.07 USD,—,2.53%,Finance,Buy
496,BACA,Berenson Acquisition Corp. I,10.34 USD,+0.39%,9.51 K,14.26,82.13 M USD,124.88,0.08 USD,−85.41%,0.00%,Finance,—
497,BACK,"IMAC Holdings, Inc.",2.97 USD,−2.62%,124.468 K,0.03,3.381 M USD,—,−13.61 USD,+14.37%,0.00%,Health Services,—
498,BAER,"Bridger Aerospace Group Holdings, Inc.",4.96 USD,+0.61%,2.57 K,0.07,222.419 M USD,—,−0.42 USD,+35.75%,0.00%,Transportation,—
499,BAFN,BayFirst Financial Corp.,12.88 USD,0.00%,14.529 K,2.87,52.945 M USD,11.24,1.15 USD,—,2.48%,Finance,—
500,BAH,Booz Allen Hamilton Holding Corporation,149.43 USD,+0.82%,37.769 K,0.08,19.388 B USD,48.22,3.10 USD,−3.71%,1.30%,Commercial Services,Buy
501,BALL,Ball Corporation,67.50 USD,+0.54%,235.113 K,0.13,21.306 B USD,30.27,2.23 USD,+0.00%,1.20%,Process Industries,Buy
502,BALY,Bally's Corporation,14.00 USD,+2.12%,110.853 K,0.20,561.25 M USD,—,−3.50 USD,+55.38%,0.00%,Consumer Services,Neutral
503,BAM,Brookfield Asset Management Inc,41.79 USD,−0.02%,80.997 K,0.08,17.322 B USD,10.68,3.91 USD,−12.31%,3.23%,Finance,Buy
504,BANC,"Banc of California, Inc.",15.24 USD,+0.46%,1.003 M,0.37,2.562 B USD,—,−3.16 USD,—,2.76%,Finance,Buy
505,BAND,Bandwidth Inc.,18.51 USD,+2.55%,55.574 K,0.17,486.27 M USD,—,−0.65 USD,+8.28%,0.00%,Technology Services,Buy
506,BANF,BancFirst Corporation,86.89 USD,−0.81%,2.594 K,0.04,2.862 B USD,13.69,6.34 USD,—,1.95%,Finance,Sell
507,BANL,CBL International Limited,1.07 USD,+0.94%,2.458 K,0.22,22.738 M USD,28.69,0.04 USD,—,0.00%,Transportation,—
508,BANR,Banner Corporation,47.69 USD,−0.25%,19.038 K,0.08,1.638 B USD,8.95,5.33 USD,—,4.25%,Finance,Buy
509,BAOS,Baosheng Media Group Holdings Limited,3.58 USD,+2.82%,23.098 K,1.67,5.493 M USD,—,−11.44 USD,—,0.00%,Commercial Services,—
510,BAP,Credicorp Ltd.,170.61 USD,+1.52%,28.362 K,0.11,13.569 B USD,—,—,—,3.96%,Finance,Buy
511,BARK,"BARK, Inc.",1.25 USD,+0.40%,109.286 K,0.17,220.588 M USD,—,−0.26 USD,+45.37%,0.00%,Process Industries,Buy
512,BASE,"Couchbase, Inc.",26.57 USD,+1.70%,36.628 K,0.06,1.309 B USD,—,−1.70 USD,−11.21%,0.00%,Technology Services,Buy
513,BATL,Battalion Oil Corporation,5.61 USD,−1.75%,687,0.03,92.321 M USD,—,−2.94 USD,−194.82%,0.00%,Energy Minerals,—
